"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",2,2,3280793,1444,683,"void mul_mat_vec_q<(ggml_type)14, 1, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int)",9633,337335986603922,337335986837707,512,0,24,0,32,64,2,1,2048000,2,1
"KERNEL_DISPATCH","Agent 1",2,2,3280793,1445,7,"__amd_rocclr_copyBuffer",9636,337335986883931,337335986888228,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3280793,1446,7,"__amd_rocclr_copyBuffer",9643,337335987430467,337335987435505,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3280793,1447,7,"__amd_rocclr_copyBuffer",9647,337335987458616,337335987463061,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3280793,1448,7,"__amd_rocclr_copyBuffer",9651,337335987481876,337335987487210,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3280793,1449,7,"__amd_rocclr_copyBuffer",9655,337335987505729,337335987511803,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3280793,1450,7,"__amd_rocclr_copyBuffer",9659,337335987531063,337335987534323,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3280793,1451,7,"__amd_rocclr_copyBuffer",9663,337335987557583,337335987562768,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3280793,1452,28,"void rms_norm_f32<1024, true, false>(float const*, float*, int, long, long, long, float, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",9666,337335987599954,337335987607362,512,0,12,0,64,1024,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3280793,1453,34,"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",9668,337335987607362,337335987611658,0,0,16,0,32,256,1,1,2048,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3280793,1454,617,"void mul_mat_vec_q<(ggml_type)2, 1, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int)",9670,337335987617140,337335987629733,512,0,24,0,32,64,2,1,131072,2,1
"KERNEL_DISPATCH","Agent 1",2,2,3280793,1455,124,"void rope_norm<true, false, float, float>(float const*, float*, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, long const*, int)",9672,337335987629733,337335987634326,0,0,24,0,32,1,256,1,32,256,1
"KERNEL_DISPATCH","Agent 1",2,2,3280793,1456,34,"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",9675,337335987638622,337335987641882,0,0,16,0,32,256,1,1,2048,1,1
"KERNEL_DISPATCH","Agent 1",2,2,3280793,1457,617,"void mul_mat_vec_q<(ggml_type)2, 1, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int)",9677,337335987645882,337335987651215,512,0,24,0,32,64,2,1,16384,2,1
